970|{"event":"productDetails","ecommerce":{"currencyCode":"USD","detail":{"products":[{"name":"DAddario EJ51 Pro-Arte Classical Guitar Strings with Polished Basses Hard Tension","id":"EJ51","price":"25.99","quantity":0.0,"brand":"D'Addario","category":"Guitar +","variant":"Pack Size-1"}]}}}|Silver Plated Wrap, Nylon Core, Clear Nylon Trebles|EJ51|
971|{"event":"productDetails","ecommerce":{"currencyCode":"USD","detail":{"products":[{"name":"DAddario ENR73 Half Round Bass Guitar Strings Heavy 55-110 Long Scale","id":"ENR73","price":"24.99","quantity":0.0,"brand":"D'Addario","category":"Guitar +","variant":"Pack Size-1"}]}}}|Heavy / Long Scale Set|ENR73|
972|{"event":"productDetails","ecommerce":{"currencyCode":"USD","detail":{"products":[{"name":"DAddario EJ50 Pro-Arte Black Nylon Classical Guitar Strings Hard Tension","id":"EJ50","price":"10.99","quantity":0.0,"brand":"D'Addario","category":"Guitar +","variant":"Pack Size-1"}]}}}|Silver Plated Wrap, Nylon Core, Black Nylon Trebles|EJ50|
973|{"event":"productDetails","ecommerce":{"currencyCode":"USD","detail":{"products":[{"name":"DAddario EXPPBB170 Phosphor Bronze Coated Acoustic Bass Strings Long Scale 45-100","id":"EXPPBB170","price":"77.40","quantity":0.0,"brand":"D'Addario","category":"Guitar +","variant":"Pack Size-1"}]}}}|Light / Long Scale Set|EXPPBB170|
974|{"event":"productDetails","ecommerce":{"currencyCode":"USD","detail":{"products":[{"name":"DAddario ENR71SL Half Round Bass Guitar Strings Regular Light 45-100 Super Long Scale","id":"ENR71SL","price":"27.99","quantity":0.0,"brand":"D'Addario","category":"Guitar +","variant":"Pack Size-1"}]}}}|Regular Light / Super Long Set|ENR71SL|
975|{"event":"productDetails","ecommerce":{"currencyCode":"USD","detail":{"products":[{"name":"DAddario J2902 Classics Rectified Classical Guitar Single String Moderate Tension Second String","id":"J2902","price":"2.00","quantity":0.0,"brand":"D'Addario","category":"Guitar +","variant":""}]}}}|Single Rectified Nylon 031/J29 2nd Moderate Tension|J2902|
976|{"event":"productDetails","ecommerce":{"currencyCode":"USD","detail":{"products":[{"name":"DAddario EJ29 Classics Rectified Classical Guitar Strings Moderate Tension","id":"EJ29","price":"12.99","quantity":0.0,"brand":"D'Addario","category":"Guitar +","variant":"Pack Size-1"}]}}}|Silver Plated Wrap, Nylon Core, Rectified Nylon Trebles|EJ29|
977|{"event":"productDetails","ecommerce":{"currencyCode":"USD","detail":{"products":[{"name":"DAddario EXP170SL Coated Bass Guitar Strings Light 45-100 Super Long Scale","id":"EXP170SL","price":"0.00","quantity":0.0,"brand":"D'Addario","category":"Guitar +","variant":"Pack Size-1"}]}}}|Light / Super Long Scale Set|EXP170SL|
978|{"event":"productDetails","ecommerce":{"currencyCode":"USD","detail":{"products":[{"name":"DAddario EJ25C Pro-Arte Clear Nylon Composite Flamenco Guitar Strings","id":"EJ25C","price":"13.99","quantity":0.0,"brand":"D'Addario","category":"Guitar +","variant":"Pack Size-1"}]}}}|Silver Plated Wrap, Composite Core, Clear Nylon Trebles|EJ25C|
979|{"event":"productDetails","ecommerce":{"currencyCode":"USD","detail":{"products":[{"name":"DAddario EXL220-5 5-String Nickel Wound Bass Guitar Strings Super Light 40-125 Long Scale","id":"EXL220-5","price":"24.99","quantity":0.0,"brand":"D'Addario","category":"Guitar +","variant":"Pack Size-1"}]}}}|Super Light 5-String / Long Scale Set|EXL220-5|
980|{"event":"productDetails","ecommerce":{"currencyCode":"USD","detail":{"products":[{"name":"DAddario J4401 Pro-Arte Nylon Classical Guitar Single String Extra-Hard Tension First String","id":"J4401","price":"1.60","quantity":0.0,"brand":"D'Addario","category":"Guitar +","variant":""}]}}}|Single Clear Nylon 0290/J44 1st/J71 4th Extra-Hard Tension|J4401|
981|{"event":"productDetails","ecommerce":{"currencyCode":"USD","detail":{"products":[{"name":"DAddario EXP4404 Coated Classical Guitar Single String Extra-Hard Tension Fourth String","id":"EXP4404","price":"0.00","quantity":0.0,"brand":"D'Addario","category":"Guitar +","variant":""}]}}}|Single .030 4TH String Extra Hard Tension|EXP4404|
